;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
25;401897;399446;378458;385776;394262;402457;399800;401966;399901;394855;388635;383930;367095;369724;378869;381807;376970;385689;388555;402610;398522;391216;388770;389095;392205;398971;404794;409658;406606;405310;404163;403192;402337;401627;401085;400968;400797;400527;400145;399665;399129;398606;398167;397877;397819;398019;398472;399115;399928;400877;401942;403086;404287;405520
26;406391;402917;400469;379489;386807;395293;403489;400834;403002;400940;395897;389680;384978;368148;370779;379923;382862;378028;386747;389614;403668;399583;392279;389835;390162;393273;400039;405862;410727;407677;406382;405237;404267;403413;402705;402164;402048;401878;401609;401229;400750;400215;399693;399255;398966;398909;399110;399563;400207;401021;401971;403036;404181;405383
27;382481;407723;404252;401807;380835;388154;396640;404836;402184;404354;402294;397254;391041;386342;369517;372149;381293;384233;379402;388121;390989;405042;400959;393658;391216;391545;394656;401423;407246;412112;409064;407770;406627;405658;404806;404099;403559;403444;403275;403008;402629;402151;401617;401096;400659;400371;400315;400517;400971;401616;402430;403381;404447;405593
28;374064;384174;409411;405944;403502;382538;389857;398343;406539;403890;406062;404004;398967;392758;388062;371242;373875;383019;385960;381132;389851;392720;406772;402691;395393;392953;393283;396395;403163;408986;413853;410807;409514;408373;407405;406554;405849;405310;405196;405028;404762;404385;403908;403375;402855;402419;402132;402077;402280;402735;403380;404195;405147;406214
29;379571;376043;386152;411384;407921;405482;384526;391845;400331;408527;405881;408055;406000;400966;394760;390067;373253;375887;385031;387973;383148;391867;394737;408788;404709;397414;394976;395307;398420;405189;411012;415880;412836;411544;410405;409438;408589;407885;407347;407235;407068;406803;406427;405951;405419;404901;404466;404180;404126;404330;404785;405431;406247;407200
30;371354;381649;378125;388233;413460;410001;407565;386618;393937;402423;410619;407976;410152;408100;403069;396867;392177;375369;378004;387148;390091;385269;393988;396859;410909;406833;399541;397105;397437;400551;407321;413144;418013;414971;413681;412543;411578;410730;410028;409491;409380;409215;408951;408576;408101;407571;407054;406620;406335;406282;406487;406943;407590;408407
31;383586;373341;383635;380115;390223;415444;411989;409557;388619;395938;404424;412620;409981;412158;410109;405082;398884;394197;377396;380032;389176;392120;387301;396020;398892;412941;408868;401579;399145;399479;402594;409364;415188;420058;417018;415730;414593;413630;412783;412083;411547;411438;411274;411012;410638;410164;409635;409120;408687;408403;408351;408557;409014;409662
32;408150;385340;375102;385395;381879;391986;417201;413750;411322;390394;397713;406199;414395;411760;413938;411893;406869;400676;395992;379198;381835;390979;393924;389109;397827;400701;414748;410678;403393;400961;401297;404413;411183;417008;421879;418841;417555;416420;415458;414613;413915;413380;413273;413110;412850;412477;412004;411477;410963;410531;410249;410198;410405;410863
33;433719;409617;386821;376590;386882;383371;393476;418685;415238;412814;391897;399216;407702;415897;413266;415446;413404;408385;402196;397516;380730;383368;392511;395458;390646;399364;402239;416285;412218;404937;402507;402845;405962;412733;418558;423430;420394;419110;417977;417017;416174;415478;414945;414839;414678;414420;414048;413577;413051;412539;412108;411827;411778;411986
34;446135;434980;410893;388112;377889;388179;384673;394777;419978;416536;414116;393210;400529;409015;417210;414583;416765;414726;409712;403528;398852;382074;384713;393856;396804;391996;400713;403590;417634;413570;406293;403866;404206;407324;414096;419921;424794;421761;420479;419348;418390;417549;416855;416324;416219;416060;415804;415434;414964;414440;413929;413500;413221;413173
35;446166;447243;436098;412027;389261;379046;389335;385834;395936;421129;417692;415276;394383;401701;410187;418382;415759;417943;415908;410898;404719;400048;383279;385919;395061;398011;393207;401923;404802;418843;414783;407511;405087;405429;408548;415320;421146;426019;422989;421710;420581;419625;418786;418094;417565;417462;417305;417051;416682;416214;415692;415183;414755;414478
36;437732;447146;448227;437093;413040;390291;380085;390372;386876;396977;422160;418729;416318;395438;402756;411241;419436;416817;419004;416973;411968;405794;401128;384369;387011;396152;399103;394304;403019;405899;419938;415882;408615;406194;406538;409659;416431;422257;427131;424104;422828;421701;420748;419911;419222;418695;418594;418439;418187;417820;417354;416834;416327;415900
37;434238;438572;447985;449070;437947;413914;391184;380988;391272;387782;397881;423053;419628;417222;396357;403675;412159;420353;417739;419928;417902;412902;406735;402074;385326;387969;397109;400062;395268;403982;406863;420899;416848;409586;407169;407515;410638;417410;423236;428111;425087;423814;422690;421740;420905;420219;419694;419595;419443;419193;418828;418364;417846;417341
38;432275;434948;439283;448694;449783;438672;414660;391950;381765;392046;388562;398658;423817;420398;417998;397149;404466;412949;421141;418532;420724;418702;413708;407548;402893;386157;388801;397939;400894;396105;404818;407700;421732;417686;410430;408017;408365;411490;418261;424087;428963;425943;424673;423552;422605;421773;421089;420567;420470;420320;420073;419710;419248;418733
39;433049;432870;435545;439881;449290;450382;439285;415295;392607;382433;392710;389233;399325;424470;421058;418663;397832;405148;413629;421819;419215;421410;419392;414405;408252;403603;386880;389526;398661;401618;396834;405546;408429;422456;418416;411166;408757;409108;412234;419005;424831;429707;426691;425424;424307;423363;422534;421852;421333;421239;421091;420847;420486;420027
40;446731;433493;433319;435996;440333;449739;450834;439752;415787;393122;382960;393233;389762;399850;424979;421574;419185;398373;405688;414166;422354;419756;421953;419940;414960;408815;404172;387464;390111;399243;402202;397424;406133;409018;423039;419005;411762;409358;409711;412839;419609;425434;430310;427299;426036;424922;423981;423155;422476;421960;421869;421724;421482;421124
41;447456;447006;433787;433618;436297;440635;450036;451135;440069;416131;393491;383343;393610;390146;400229;425340;421942;419559;398769;406082;414556;422742;420150;422349;420341;415369;409232;404596;387904;390553;399681;402641;397870;406576;409462;423476;419449;412214;409815;410170;413299;420068;425892;430768;427762;426503;425393;424455;423633;422957;422444;422356;422214;421975
42;454896;447558;447114;433915;433751;436432;440770;450166;451269;440219;416310;393697;383563;393824;390367;400445;425536;422145;419769;399002;406312;414782;422965;420379;422580;420578;415614;409486;404857;388182;390833;399956;402918;398154;406856;409743;423750;419729;412503;410109;410467;413597;420364;426187;431063;428062;426807;425701;424767;423948;423276;422766;422681;422542
43;451750;454872;447548;447110;433931;433773;436456;440794;450185;451292;440259;416380;393796;383677;393931;390482;400554;425624;422241;419871;399129;406436;414902;423081;420502;422705;420709;415753;409634;405013;388357;391009;400128;403091;398334;407032;409920;423920;419905;412689;410300;410661;413792;420557;426379;431255;428259;427008;425907;424976;424161;423493;422986;422904
44;437454;451555;454680;447371;446940;433784;433632;436317;440655;450041;451152;440138;416293;393741;383638;393885;390445;400510;425557;422182;419820;399105;406409;414870;423045;420473;422679;420689;415743;409634;405022;388386;391040;400154;403118;398369;407063;409952;423944;419936;412731;410347;410712;413844;420607;426428;431303;428314;427067;425971;425044;424233;423569;423066
45;440281;437151;451238;454365;447073;446649;433518;433372;436060;440398;449778;450893;439900;416092;393574;383489;393729;390298;400355;425377;422011;419657;398972;406272;414728;422899;420335;422543;420560;415625;409527;404924;388311;390966;400075;403040;398300;406990;409880;423862;419862;412669;410291;410660;413793;420554;426373;431248;428265;427024;425932;425010;424204;423544
46;438541;439850;436732;450804;453933;446659;446243;433139;432999;435690;440028;449401;450521;439550;415782;393301;383235;393467;390046;400095;425089;421733;419388;398735;406031;414481;422648;420092;422303;420327;415403;409317;404724;388135;390792;399895;402861;398131;406816;409708;423679;419688;412507;410136;410509;413643;420402;426219;431094;428118;426882;425796;424879;424077
47;438904;438002;439317;436213;450269;453400;446147;445739;432665;432533;435227;439565;448931;450057;439110;415386;392945;382901;393124;389714;399754;424718;421374;419038;398420;405712;414156;422318;419772;421986;420018;415106;409034;404452;387889;390548;399645;402613;397893;406573;409467;423427;419446;412278;409914;410292;413427;420184;425999;430874;427906;426676;425596;424684
48;431411;438241;437351;438673;435584;449623;452758;445528;445130;432089;431966;434664;439003;448361;449494;438575;414900;392504;382484;392698;389300;399331;424263;420932;418607;398028;405315;413753;421910;419375;421593;419634;414736;408679;404110;387576;390237;399328;402298;397590;406265;409161;423109;419139;411986;409630;410014;413150;419905;425719;430593;427634;426411;425338
49;430271;430684;437511;436634;437965;434893;448914;452054;444850;444463;431458;431346;434049;438390;447740;448882;437992;414369;392022;382028;392232;388848;398871;423769;420452;418140;397602;404885;413318;421470;418947;421169;419221;414338;408297;403742;387238;389902;398987;401960;397265;405935;408833;422770;418812;411674;409328;409717;412856;419609;425422;430296;427347;426131
50;429649;429430;429855;436679;435818;437158;434106;448109;451255;444079;443705;430739;430639;433348;437691;447035;448186;437328;413760;391464;381498;391693;388324;398338;423203;419901;417602;397107;404387;412815;420963;418453;420680;418744;413876;407853;403312;386840;389508;398587;401563;396882;405548;408449;422375;418429;411308;408972;409367;412509;419260;425073;429948;427009
51;426469;428688;428484;428923;435745;434900;436252;433221;447205;450358;443213;442853;429929;429842;432558;436905;446242;447403;436580;413071;390830;380894;391080;387727;397733;422562;419276;416992;396543;403820;412243;420387;417891;420124;418200;413350;407345;402820;386382;389054;398128;401107;396441;405103;408008;421922;417989;410886;408561;408963;412108;418858;424671;429547
52;425833;425460;427690;427503;427957;434778;433951;435316;432308;446273;449435;442322;441978;429098;429025;431749;436100;445431;446604;435817;412369;390185;380281;390458;387122;397120;421913;418645;416376;395975;403250;411668;419809;417328;419567;417656;412824;406839;402330;385927;388604;397672;400656;396005;404663;407573;421475;417556;410471;408158;408567;411716;418465;424278
53;419951;424819;424465;426706;426537;427007;433827;433019;434397;431413;445359;448530;441450;441123;428289;428231;430963;435319;444643;445828;435079;411695;389570;379699;389866;386549;396538;421294;418045;415792;395440;402713;411127;419264;416798;419044;417147;412334;406369;401877;385510;388192;397255;400243;395608;404262;407177;421067;417163;410097;407795;408212;411365;418113
54;427488;418915;423786;423450;425702;425551;426036;432854;432065;433455;430495;444421;447600;440553;440243;427455;427412;430152;434512;443829;445025;434315;410996;388933;379095;389252;385953;395933;420650;417419;415182;394882;402152;410560;418693;416242;418495;416612;411818;405874;401400;385070;387757;396814;399806;395188;403837;406756;420633;416744;409698;407408;407833;410989
55;417299;426345;417817;422691;422374;424637;424503;425004;431819;431049;432452;429517;443421;446608;439596;439303;426563;426536;429283;433647;442956;444164;433494;410244;388246;378443;388588;385309;395278;419953;416742;414521;394276;401542;409944;418072;415637;417897;416029;411254;405332;400877;384587;387278;396329;399325;394724;403368;406291;420154;416281;409256;406978;407411
56;434529;416094;425130;416649;421525;421228;423502;423386;423904;430716;429966;431382;428473;442354;445549;438574;438298;425608;425597;428352;432720;442021;443241;432613;409434;387502;377735;387869;384610;394568;419200;416009;413805;393616;400878;409274;417397;414979;417246;415393;410639;404739;400303;384054;386750;395794;398795;394212;402850;405778;419627;415770;408766;406501
57;428765;433193;414844;423869;415438;420318;420042;422328;422232;422768;429578;428849;430279;427397;441256;444460;437523;437266;424628;424634;427398;431771;441064;442298;431713;408607;386743;377013;387136;383898;393846;418435;415265;413079;392947;400206;408596;416715;414314;416589;414752;410019;404142;399726;383518;386220;395258;398264;393699;402332;405265;419100;415260;408278
58;427968;427337;431733;413513;422528;414149;419034;418780;421080;421005;421560;428369;427663;429108;426255;440092;443306;436409;436172;423588;423612;426386;430765;440050;441299;430758;407728;385935;376244;386356;383140;393078;417623;414475;412308;392235;399491;407876;415991;413608;415892;414071;409360;403507;399112;382947;385655;394687;397698;393152;401780;404719;418540;414718
59;421848;426409;425771;430213;412089;421095;412772;417663;417434;419750;419698;420274;427083;426402;427865;425043;438858;442084;435230;435014;422488;422532;425317;429703;438981;440246;429752;406801;385082;375431;385533;382340;392269;416770;413646;411499;391487;398741;407122;415233;412870;415163;413359;408672;402843;398470;382349;385063;394090;397107;392581;401205;404150;417959
60;401195;420184;424684;424149;428603;410579;419577;411313;416212;416010;418343;418317;418915;425725;425071;426553;423765;437558;440797;433988;433795;421330;421395;424192;428586;437859;439141;428696;405826;384183;374574;384666;381498;391418;415876;412776;410650;390701;397953;406331;414439;412096;414399;412614;407951;402147;397797;381720;384442;393464;396488;391982;400603;403554
61;303233;399464;418347;422911;422411;426877;408959;417949;409748;414656;414483;416834;416836;417458;424270;423645;425147;422395;436166;439419;432658;432489;420088;420175;422986;427389;436657;437957;427563;404778;383214;373649;383732;380590;390501;414915;411840;409737;389853;397104;405478;413584;411262;413576;411810;407173;401396;397069;381038;383768;392785;395817;391332;399950
62;299490;301801;397572;416415;420990;420526;425004;407198;416179;408043;412960;412817;415187;415217;415865;422678;422083;423606;420891;434637;437905;431194;431051;418718;418828;421653;426065;435326;436646;426306;403613;382134;372616;382688;379573;389474;413839;410791;408713;388899;396148;404518;412620;410321;412646;410901;406291;400543;396241;380260;382998;392010;395049;390587
63;291353;297973;300248;395613;414397;418986;418559;423051;405361;414334;406267;411194;411083;413473;413533;414208;421023;420460;422006;419330;433052;436336;429677;429561;417298;417433;420273;424695;433950;435290;425007;402408;381016;371546;381608;378521;388413;412729;409709;407656;387914;395162;403528;411627;409352;411689;409965;405383;399665;395388;379458;382205;391212;394259
64;272722;289736;296308;298639;393526;412249;416852;416464;420971;403403;412368;404373;409310;409233;411645;411737;412440;419257;418728;420298;417663;431360;434661;428056;427969;415779;415941;418797;423229;432478;433840;423616;401115;379814;370395;380446;377389;387272;411537;408546;406520;386852;394099;402462;410558;408308;410657;408956;404403;398716;394466;378589;381345;390347
65;245536;271073;287990;294581;296929;391316;409976;414594;414248;418771;401332;410289;402370;407319;407277;409713;409838;410572;417392;416898;418494;415902;429574;432893;426346;426289;414176;414365;417239;421682;430926;432310;422148;399749;378543;369177;379218;376192;386066;410278;407318;405320;385730;392976;401336;409430;407205;409568;407890;403368;397713;393491;377669;380435
66;258423;243891;269261;286137;292720;295086;388950;407543;412177;411875;416415;399111;408059;400220;405181;405176;407637;407797;408563;415386;414929;416552;414005;427651;430989;424502;424477;412444;412662;415554;420009;429248;430655;420559;398266;377160;367849;377879;374886;384750;408907;405980;404011;384502;391748;400104;408196;405998;408375;406722;402231;396610;392418;376654
67;275839;256555;242108;267387;284186;290761;293147;386465;404989;409642;409388;413947;396785;405725;397971;402946;402981;405469;405667;406468;413295;412878;414530;412031;425651;429010;422587;422596;410647;410897;413808;418277;427511;428944;418916;396734;375731;366478;376497;373539;383393;407495;404603;402664;383239;390485;398839;406929;404760;407152;405525;401067;395481;391319
68;273176;273665;254521;240257;265387;282104;288670;291077;383811;402262;406934;406731;411309;394298;403230;395566;400555;400633;403149;403388;404225;411056;410682;412364;409916;423508;426889;420534;420579;408720;409003;411935;416418;425647;427107;417152;395088;374195;365004;375012;372091;381935;405977;403122;401215;381880;389126;397477;405565;403427;405835;404235;399813;394265
69;270973;270824;271287;252403;238289;263261;279890;286448;288878;380991;399364;404057;403908;408508;391658;400581;393013;398018;398142;400688;400971;401847;408683;408354;410069;407676;421238;424643;418360;418444;406681;406999;409954;414452;423676;425165;415287;393349;372573;363448;373444;370562;380396;404375;401559;399687;380447;387694;396042;404128;402023;404448;402877;398493
70;275597;268394;268239;268796;250119;236164;260966;277500;284047;286501;377945;396234;400948;400855;405476;388799;397711;390245;395266;395438;398016;398344;399262;406102;405821;407570;405235;418764;422194;415988;416114;404453;404808;407787;412301;421518;423038;413243;391441;370792;361738;371720;368880;378702;402612;399838;398003;378867;386114;394458;402541;400471;402914;401375
71;274182;272721;265573;265535;266135;247679;233894;258515;274947;281483;283962;374695;392894;397631;397598;402242;385749;394649;387292;392330;392554;395166;395542;396504;403349;403119;404905;402632;416126;419583;413459;413629;402077;402472;405476;410007;419217;420770;411064;389407;368892;359914;369881;367086;376896;400733;398004;396208;377182;384429;392769;400850;398817;401279
72;280477;271021;269565;262615;262630;263275;245055;231453;255878;272199;278723;281228;371192;389292;394052;394083;398751;382456;391342;384102;389158;389436;392084;392512;393521;400370;400194;402020;399813;413268;416753;410718;410935;399501;399939;402970;407519;416720;418308;408698;387198;366829;357933;367884;365137;374933;398690;396010;394256;375350;382596;390932;399010;397017
73;274204;276881;267578;266229;259420;259493;260187;242224;228820;253033;269235;275745;278279;367409;385403;390189;390290;394984;378904;387776;380663;385739;386076;388764;389248;390308;397163;397046;398915;396780;410194;413710;407771;408040;396734;397218;400279;404848;414040;415667;406161;384831;364619;355812;365746;363052;372833;396505;393877;392169;373392;380638;388969;397045
74;283942;270277;272973;263872;262604;255945;256076;256819;239133;225942;249918;265985;272476;275038;363244;381116;385925;386098;390815;374968;383820;376843;381936;382335;385062;385605;386718;393574;393519;395432;393374;406737;410284;404450;404773;393608;394141;397232;401820;410998;412666;403275;382136;362101;353393;363305;360668;370429;394000;391429;389772;371141;378385;386707
75;277236;279393;266002;268747;259854;258675;252179;252374;253171;235787;222829;246547;262468;268939;271531;358733;376473;381307;381559;386303;370710;379541;372713;377825;378292;381062;381669;382840;389699;389712;391674;389700;403009;406590;400870;401253;390241;390828;393952;398561;407725;409438;400172;379240;359397;350797;360685;358111;367851;391313;388805;387203;368731;375972
76;278103;272184;274396;261314;264093;255427;254343;248025;248288;249142;232090;219388;242818;258574;265020;267643;353726;371315;376174;376511;381282;365969;374774;368109;373240;373780;376596;377273;378506;385365;385452;387467;385585;398830;402448;396854;397302;386460;387106;390265;394896;404043;405804;396677;375978;356351;347871;357731;355226;364941;388278;385840;384299;366006
77;259537;272434;266715;268987;256243;259056;250633;249648;243520;243854;244767;228074;215649;238761;254333;260749;263403;348254;365673;370555;370982;375778;360770;369542;363054;368202;368819;371682;372433;373732;380588;380753;382823;381041;394212;397867;392410;392928;382273;382982;386177;390830;399955;401767;392794;372352;352965;344617;354444;352015;361700;384894;382532;381058
78;255590;253564;266223;260785;263108;250731;253578;245419;244541;238619;239029;240006;223704;211580;234343;249713;256094;258781;342280;359511;364417;364941;369763;355088;363823;357528;362693;363394;366307;367138;368508;375359;375610;377739;376065;389154;392849;387542;388136;377686;378463;381698;386374;395474;397341;388537;368378;349255;341053;350842;348496;358148;381184;378905
79;245109;248966;247052;259569;254380;256761;244784;247671;239799;239040;233343;233837;234885;219008;207211;229599;244753;251099;253823;335869;352900;357836;358467;363320;349006;357704;351619;356805;357599;360569;361489;362938;369787;370132;372328;370772;383776;387517;382373;383050;372821;373674;376954;381657;390733;392661;384039;364183;345343;337297;347048;344793;354411;377282
80;238634;237926;241712;240063;252357;247434;249873;238328;241254;233692;233058;227603;228185;229307;213893;202451;224424;239337;245641;248402;328843;345650;350613;351358;356241;342322;350974;345118;350324;351217;354246;355261;356794;363637;364083;366350;364922;377829;381617;376651;377418;367433;368367;371694;376425;385471;387466;379044;359525;340999;333126;342833;340677;350256
81;229240;230670;230123;233923;232461;244507;239870;242367;231291;234255;227028;226527;221335;222010;223209;208300;197246;218760;233404;239659;242458;321126;337682;342671;343538;348450;334964;343562;337955;343180;344179;347271;348387;350011;356844;357400;359742;358454;371250;375088;370318;371182;361466;362488;365865;370625;379636;381702;373502;354357;336179;328498;338154;336107
82;214763;220490;222018;221642;225452;224189;235959;231629;234185;223617;226618;219754;219395;214486;215260;216540;202182;191552;212558;226903;233101;235938;312651;328926;333940;334937;339878;326866;335401;330066;335308;336422;339580;340805;342526;349346;350021;352443;351308;363978;367869;363314;364283;354863;355982;359412;364202;373172;375315;367360;348629;330838;323369;332966
